"model","year","transmission","mileage","fuelType","tax","mpg","engineSize","price"
5,2014,2,65520,2,30,62.8,2,11695
3,2014,2,48760,2,125,57.6,3,14500
1,2014,1,102520,2,30,62.8,2,6795
3,2015,2,107940,2,145,56.5,3,12500
4,2016,2,117230,2,30,65.7,2,12000
18,2015,1,105320,2,160,52.3,2,13000
1,2016,1,101980,2,20,68.9,2,8000
2,2015,1,100230,2,20,68.9,2,7395
4,2015,2,58900,2,30,65.7,2,14000
3,2015,2,76720,2,165,51.4,3,13295
1,2018,1,22045,1,150,53.3,1.5,13425
3,2016,2,70600,2,30,70.6,2,11250
3,2016,2,56140,3,0,148.7,2,14195
5,2016,2,97930,2,125,60.1,2,12295
2,2016,1,83200,2,30,64.2,2,10500
3,2017,1,23608,1,150,48.7,2,13999
1,2013,1,61040,1,205,42.8,2,10125
7,2006,2,81000,2,325,34.4,3,4995
3,2009,1,70000,1,165,47.9,2,4195
1,2014,1,25000,2,0,74.3,1.6,10395
3,2017,2,40244,2,30,64.2,2,15350
1,2016,1,54156,2,30,65.7,2,11500
1,2018,1,17613,1,145,37.7,1.5,13750
16,2016,1,17531,2,125,58.9,2,17225
3,2017,1,108190,2,30,62.8,2,8795
1,2015,2,52770,1,145,48.7,1.6,10695
3,2014,1,99920,2,125,58.9,2,8000
3,2016,2,94810,3,0,134.5,2,14295
3,2014,1,130340,2,145,55.4,2,8795
5,2016,2,100170,2,20,68.9,2,11000
3,2016,2,27500,2,160,51.4,3,19495
3,2014,2,52117,2,30,62.8,2,11295
3,2015,2,36816,2,30,70.6,2,13980
3,2009,3,110931,2,160,51.4,2,5695
4,2015,1,51611,2,125,58.9,2,14995
7,2014,2,53329,2,160,50.4,3,13999
16,2017,2,35779,2,145,55.4,2,17299
3,2015,1,71915,2,20,68.9,2,8500
2,2017,2,13750,2,145,62.8,2,16350
16,2013,1,44013,2,160,51.4,2,9995
3,2015,2,99530,2,30,67.3,2,10000
3,2016,2,86060,3,0,134.5,2,14295
3,2015,1,128850,2,145,56.5,2,9500
18,2016,1,72070,2,160,52.3,2,15500
18,2016,2,81050,2,150,54.3,2,16295
5,2016,1,93240,2,30,65.7,2,9000
1,2015,2,58620,2,20,67.3,2,11695
3,2010,1,156800,2,125,58.9,2,3800
3,2012,2,67458,2,30,62.8,2,8985
4,2014,2,44042,2,125,57.7,2,13991
16,2012,2,82570,2,150,56.5,2,7985
18,2015,2,77120,2,150,54.3,2,13985
20,2013,2,52000,2,200,45.6,3,21000
3,2013,1,52757,2,30,62.8,2,9489
3,2017,2,24658,3,0,134.5,2,18999
5,2016,2,35487,2,30,65.7,2,15499
2,2015,2,32882,2,125,60.1,0,14700
2,2016,1,21985,1,160,44.1,2,14999
5,2013,2,73876,2,145,55.4,3,11299
1,2016,1,33546,2,0,83.1,1.5,10399
3,2013,1,45883,2,30,62.8,2,10995
3,2016,2,14867,2,145,56.5,3,16995
5,2014,2,48280,2,30,62.8,2,13995
1,2015,1,27000,2,0,78.5,1.5,10495
5,2016,2,49305,2,20,68.9,2,12494
5,2016,2,36813,2,20,68.9,2,13699
16,2016,1,24984,2,125,58.9,2,15994
20,2018,2,19750,2,140,47.1,3,47994
3,2007,2,118000,2,300,38.2,3,5994
2,2016,2,67170,2,20,72.4,1.5,9799
3,2015,1,40430,2,145,56.5,2,13999
5,2015,2,74014,2,30,62.8,2,11999
3,2017,2,29528,2,145,64.2,2,18999
3,2015,1,40814,2,20,68.9,2,11999
4,2016,2,60018,2,160,49.6,3,18499
4,2016,1,32157,1,200,42.8,2,15499
3,2018,2,13590,2,150,64.2,2,21200
3,2018,2,24240,2,150,64.2,0,18000
2,2015,2,64888,2,20,68.9,2,8995
3,2016,1,18520,1,200,43.5,2,16999
1,2015,1,54228,2,0,83.1,1.5,9499
1,2013,1,58149,2,0,74.3,1.6,7399
5,2017,2,5336,3,135,156.9,2,24999
4,2015,1,32423,2,145,53.3,2,15499
5,2017,2,21319,2,145,62.8,2,22199
5,2014,2,20741,2,30,62.8,2,14750
1,2015,2,69758,2,125,60.1,2,12059
2,2017,1,18234,1,145,52.3,1.5,14000
1,2016,1,27636,2,0,83.1,1.5,10599
3,2011,1,112000,2,30,62.8,2,4994
5,2013,2,86000,2,160,51.4,2,11000
1,2012,1,93000,2,30,62.8,2,6500
1,2017,2,29000,1,205,39.8,3,19750
5,2014,2,92000,2,125,57.6,2,11500
1,2013,1,50000,1,145,49.6,1.6,8000
3,2017,2,54962,2,145,74.3,2,13199
5,2016,2,45036,1,160,44.8,2,16399
2,2016,1,45930,1,145,48.7,1.5,10725
16,2016,2,41571,2,125,60.1,2,15199
4,2016,1,45253,2,30,67.3,2,13999
1,2014,1,63169,2,30,64.2,2,9999
3,2017,2,53347,3,0,148.7,2,15349
1,2016,1,34933,2,0,83.1,1.5,10699
1,2013,1,48279,1,145,50.4,1.6,9999
3,2017,2,52716,2,145,70.6,2,13499
18,2014,2,47925,2,160,50.4,2,14999
18,2015,2,24288,2,145,54.3,2,18699
3,2018,2,10591,2,145,67.3,2,16200
2,2017,2,16888,1,145,51.4,1.5,16499
2,2017,2,46827,3,135,141.2,1.5,15887
16,2013,2,33412,2,160,52.3,2,10299
4,2015,2,33689,2,20,70.6,2,15699
1,2016,1,29752,2,20,70.6,1.5,12599
4,2014,2,32463,1,200,43.5,2,14999
16,2017,1,18097,2,145,68.9,2,15399
3,2016,1,42571,2,125,58.9,2,15499
5,2015,2,93056,2,20,68.9,2,10699
3,2015,2,46531,2,125,61.4,2,13999
1,2012,1,85827,2,30,62.8,2,7899
1,2017,2,15361,2,145,72.4,1.5,14599
20,2017,2,32812,2,145,47.1,3,30999
1,2018,1,23635,2,145,72.4,1.5,12399
5,2016,1,51780,2,125,60.1,2,13119
2,2015,1,54050,2,20,74.3,1.5,10999
1,2016,1,24441,2,0,78.5,1.5,11299
3,2015,2,31047,2,160,51.4,3,18499
1,2014,1,53832,1,300,35.3,3,13999
2,2017,2,29122,1,125,51.4,1.5,15999
1,2016,1,58305,2,0,83.1,1.5,10199
3,2014,1,94347,2,30,65.7,2,8199
1,2018,1,13094,1,145,37.7,1.5,14399
1,2015,1,50127,2,125,57.6,2,11499
3,2013,1,74947,2,30,62.8,2,9999
2,2017,1,28180,1,125,53.3,1.5,14495
4,2016,2,16955,2,145,53.3,3,20499
1,2018,2,30400,1,145,39.8,3,21999
4,2016,2,64997,2,145,55.4,3,15499
3,2013,2,43425,2,125,57.6,3,12299
4,2016,1,97706,2,30,62.8,2,11250
3,2016,2,50318,2,30,67.3,2,11750
3,2015,2,51126,2,125,57.6,2,13350
4,2015,2,73150,2,160,50.4,3,14999
3,2017,2,32185,3,135,134.5,2,18299
3,2015,2,80739,2,30,62.8,2,9667
4,2017,2,25328,2,145,50.4,3,22550
3,2015,2,91969,2,20,68.9,2,9350
3,2013,1,65001,2,20,68.9,2,8399
3,2017,2,20771,2,145,64.2,2,16550
1,2014,1,66995,2,30,65.7,2,8092
5,2016,2,72095,2,30,62.8,2,13499
5,2016,2,71353,2,145,56.5,2,13999
1,2017,2,27656,2,145,72.4,1.5,12499
1,2016,1,15066,2,0,83.1,1.5,11999
3,2014,2,65033,2,160,52.3,3,14250
5,2014,2,30749,2,125,57.6,2,14199
2,2016,2,35159,1,260,37.2,3,18999
16,2014,1,26742,2,160,51.4,2,10999
4,2016,1,76280,2,30,67.3,2,10899
1,2012,1,71842,2,30,62.8,2,7149
1,2016,1,36007,2,0,83.1,1.5,10299
20,2016,2,46720,3,0,85.6,2,27499
2,2016,2,20937,1,125,51.4,1.5,14879
2,2016,1,80051,2,0,74.3,1.5,8999
1,2015,2,48916,1,235,37.7,3,15499
1,2017,1,23268,2,0,78.5,1.5,11861
1,2016,1,32690,2,0,78.5,1.5,10849
3,2016,2,63679,3,0,134.5,2,16529
5,2016,2,64231,2,145,53.3,3,14999
2,2015,1,89569,2,30,62.8,2,7999
2,2017,2,18455,3,135,135.5,1.5,19350
16,2014,2,46000,2,160,52.3,2,11499
5,2015,2,79315,2,30,62.8,2,12450
1,2016,1,26146,1,125,53.3,1.5,11557
1,2019,1,7565,1,145,53.3,1.5,15199
1,2016,1,49782,2,0,78.5,1.5,9995
1,2014,2,48343,2,125,60.1,2,13083
1,2015,1,56941,2,0,83.1,1.5,9500
2,2015,2,65033,2,20,68.9,2,11399
5,2015,2,92428,2,30,62.8,2,11399
1,2016,1,90868,1,125,52.3,1.5,10607
18,2017,2,36204,2,145,54.3,2,18250
3,2014,1,66919,2,125,57.6,2,10375
4,2015,1,50452,2,30,62.8,2,12499
1,2016,1,47325,2,0,83.1,1.5,9899
5,2015,2,29269,2,20,68.9,2,14499
1,2016,1,35898,2,0,83.1,1.5,10999
1,2015,1,35259,2,0,83.1,1.5,10000
2,2016,1,11448,1,145,47.1,1.5,15499
5,2016,2,28774,2,30,62.8,2,15999
3,2016,2,31499,2,145,54.3,3,16212
4,2017,2,56292,2,145,70.6,2,14778
1,2014,2,17408,2,20,67.3,2,11250
1,2019,1,10844,1,145,53.3,1.5,15199
1,2016,1,71381,2,0,78.5,1.5,9349
1,2015,2,34267,2,20,70.6,2,12999
3,2010,1,96000,2,30,62.8,2,3690
16,2016,2,22780,1,160,44.8,2,18899
16,2016,2,35421,2,145,55.4,2,17499
4,2014,1,81978,2,125,60.1,2,10991
3,2013,1,64377,2,20,68.9,2,8991
3,2014,2,44287,2,20,68.9,2,9991
6,2017,2,28879,1,145,31,4.4,29991
3,2015,2,35248,2,30,64.2,2,15491
20,2016,2,62756,2,200,47.1,3,25991
3,2017,2,15537,2,30,64.2,2,17488
20,2018,2,9691,1,150,25.4,4.4,51988
5,2019,2,205,2,145,65.7,2,28488
3,2019,2,7935,2,145,48.7,2,29488
4,2017,1,27599,2,150,62.8,2,16488
5,2016,2,29314,2,165,51.4,3,21988
2,2017,1,19837,1,150,47.1,1.5,17988
20,2018,2,16933,3,140,85.6,2,39988
20,2020,2,5000,2,145,37.7,3,53988
2,2019,2,2231,1,145,50.4,2,23447
13,2020,2,10,1,150,34,3,52988
13,2020,2,10,1,150,34,3,45488
13,2020,2,10,1,150,34,3,49488
3,2016,2,42102,1,125,51.4,2,13988
13,2020,2,10,1,150,34,3,45488
4,2017,2,23910,1,145,41.5,3,25488
1,2019,2,7559,1,145,55.5,1.5,16499
18,2015,2,21512,2,145,54.3,2,18999
2,2016,1,57417,1,125,50.4,1.5,12150
1,2013,2,48491,2,125,60.1,2,12250
5,2012,1,77201,2,30,62.8,2,8499
1,2016,2,38204,2,0,78.5,1.5,11999
1,2016,1,40313,2,0,78.5,1.5,10550
1,2015,1,48534,2,20,72.4,1.5,9750
1,2016,1,27681,2,0,83.1,1.5,10999
16,2016,1,27795,2,20,68.9,2,14499
4,2018,2,21770,1,145,41.5,3,26488
5,2018,2,40820,1,145,39.2,3,28988
18,2020,2,5000,2,145,54.3,2,34988
3,2019,2,4673,2,145,48.7,2,28988
4,2019,2,5000,2,145,65.7,2,25988
1,2019,2,3574,1,145,40.4,1.5,27988
1,2019,2,6744,1,145,40.4,1.5,28488
3,2019,2,5741,2,145,48.7,2,28488
20,2019,2,6560,1,145,27.2,3,49488
6,2019,2,3693,2,145,47.9,3,35988
20,2019,2,6748,1,145,27.2,3,49488
3,2020,2,5000,1,145,34.9,3,53988
13,2020,2,5000,1,145,34,3,53988
16,2020,1,5000,2,145,40.4,2,28488
3,2016,2,49477,2,145,53.3,3,18788
3,2017,2,16730,2,145,51.4,3,23488
2,2016,1,23130,1,145,47.1,1.5,14718
3,2017,1,28772,2,145,60.1,2,18999
1,2016,1,41621,2,30,65.7,2,12199
3,2016,2,32722,3,0,134.5,2,18988
18,2019,2,7765,2,145,54.3,2,33988
3,2018,2,21276,2,145,56.5,3,22988
21,2019,2,5000,1,145,26.4,3,58988
5,2017,2,23500,1,145,39.2,3,27488
1,2016,2,68949,1,200,43.5,2,12999
2,2016,1,57561,2,30,67.3,1.5,12799
5,2017,2,34640,2,145,60.1,3,25176
4,2015,1,38974,1,200,42.8,2,14750
16,2016,1,58557,2,20,68.9,2,12999
1,2016,1,17084,2,0,78.5,1.5,11788
3,2016,2,23157,3,0,134.5,2,16999
3,2019,2,6332,2,145,54.3,2,24988
1,2019,2,5000,1,145,34.5,2,30488
1,2019,2,5000,2,145,51.4,2,26988
13,2019,2,5000,1,145,34,3,44988
14,2019,2,2684,1,145,24.1,4.4,74988
17,2019,2,9401,2,145,58.9,2,28988
22,2020,2,5000,2,145,33.6,3,66988
1,2020,2,5000,1,145,40.4,1.5,25988
3,2017,2,24122,2,145,51.4,3,24488
1,2019,2,7932,1,145,47.9,2,24488
1,2017,1,10417,1,145,36.2,3,21988
3,2017,2,16074,2,145,49.6,3,26488
13,2018,1,9662,1,145,31,3,36991
13,2016,3,27817,1,305,34,3,31491
24,2016,1,25921,1,205,41.5,2,15991
3,2017,2,46567,2,30,67.3,2,12991
16,2017,2,44775,2,125,57.6,2,17988
3,2018,2,23288,2,145,51.4,3,24988
17,2019,2,5599,1,145,39.2,2,27988
2,2020,2,5000,1,145,47.9,2,26988
4,2016,2,14613,2,125,60.1,2,20991
18,2011,2,29670,2,165,50.4,2,10991
1,2014,2,25975,1,145,48.7,1.6,10400
1,2016,1,36681,2,0,83.1,1.5,10990
2,2016,1,28895,2,125,60.1,2,16181
2,2020,2,5000,1,145,36.2,2,34988
16,2016,2,38635,2,145,55.4,2,18988
2,2020,2,1221,2,145,49.6,2,26988
2,2017,1,85600,1,145,55.4,1.5,10000
2,2016,1,79460,2,20,68.9,2,8500
3,2015,2,94590,2,30,62.8,2,11295
1,2016,1,20698,2,0,78.5,1.5,11988
20,2016,2,48761,2,235,42.8,3,34488
2,2020,2,5000,2,145,48.7,2,24988
2,2019,2,2290,1,145,46.3,2,27988
3,2015,2,105090,2,30,62.8,2,10695
5,2015,2,101030,2,20,68.9,2,10295
3,2016,2,51440,2,165,49.6,3,16000
16,2011,2,70582,2,200,45.6,2,7950
16,2012,1,88706,2,160,51.4,2,7999
6,2006,2,126054,1,555,29.7,3,4999
3,2015,1,92468,2,20,68.9,2,8799
18,2014,1,109450,2,165,52.3,2,11000
5,2016,2,64470,2,30,62.8,2,12795
2,2015,1,71670,2,20,68.9,2,9295
16,2016,1,110710,2,125,60.1,2,11495
2,2016,2,83280,2,30,65.7,2,11500
18,2017,2,22800,2,150,48.7,3,28988
13,2020,2,10,1,150,34,3,47488
1,2016,2,25633,2,30,65.7,2,14988
16,2016,1,75220,2,125,58.9,2,13500
18,2014,2,72430,2,145,54.3,2,12795
4,2014,1,141300,2,125,58.9,2,8500
18,2016,2,73850,2,200,47.9,3,15795
18,2016,2,110390,2,145,54.3,2,13795
3,2016,2,70250,3,0,134.5,2,14795
5,2014,2,103230,2,125,60.1,2,10295
2,2015,1,92920,2,20,68.9,2,7195
18,2015,2,126700,2,150,54.3,2,12000
2,2017,2,88100,3,0,141.2,1.5,12000
5,2015,2,30310,2,30,62.8,2,14500
16,2016,1,71720,2,20,68.9,2,12795
1,2017,1,72120,2,20,72.4,1.5,9500
16,2017,2,34959,1,150,44.8,2,19488
3,2017,2,41741,2,150,51.4,3,21988
3,2014,3,64260,2,165,52.3,3,15680
16,2016,2,50296,2,145,55.4,2,16799
6,2008,2,94000,2,305,39.2,3,8499
3,2016,2,100680,2,125,60.1,2,10695
4,2016,2,100550,2,125,58.9,2,13500
3,2014,1,103260,2,125,58.9,2,9295
3,2016,1,101930,2,20,72.4,2,8695
3,2014,1,56300,2,125,58.9,2,12295
19,2014,2,67210,2,200,47.9,3,18500
1,2017,2,52810,2,20,68.9,2,12295
1,2016,1,98210,2,30,65.7,2,8795
5,2016,2,124840,2,30,62.8,2,10000
3,2014,2,155790,2,145,54.3,3,9000
3,2018,1,22000,2,145,61.4,2,19995
23,2002,2,16500,1,325,29.4,2.2,14995
16,2018,2,2500,1,150,46.3,1.5,21995
3,2007,1,94000,1,240,38.7,2,2375
19,2015,2,51536,2,200,47.9,3,19799
3,2011,1,51000,2,125,60.1,2,5975
16,2010,1,64000,2,145,54.3,2,6695
1,2009,1,120000,2,30,62.8,2,2995
1,2016,1,80103,2,0,83.1,1.5,7999
3,2012,1,41000,1,200,42.8,2,8499
1,2014,1,65106,1,145,50.4,1.6,8290
5,2014,2,56000,2,145,53.3,3,14695
15,2006,3,89000,1,570,19.1,5,12495
3,2016,2,74000,2,30,64.2,2,13495
1,2015,1,23460,1,300,35.3,3,11485
1,2017,1,6290,1,145,36.2,3,15750
12,2004,1,80000,1,330,23.7,3.2,16950
1,2017,2,30139,1,200,39.8,3,19988
20,2016,2,49880,2,200,47.1,3,28488
17,2019,2,7893,2,145,58.9,2,28988
1,2019,2,7488,2,145,61.4,2,24488
3,2017,2,43000,2,145,53.3,3,17950
24,2012,1,47800,1,200,41.5,2,10595
5,2013,2,45464,2,125,60.1,2,10995
15,2014,2,53249,1,565,28.5,4.4,28490
5,2019,2,23000,2,150,65.7,2,25450
3,2015,1,48402,2,30,62.8,2,12400
7,2015,2,65397,2,160,49.6,3,17950
13,2018,2,9210,1,145,34,3,34990
3,2017,2,85070,3,135,134.5,2,15000
20,2015,2,116130,2,200,47.9,3,17500
1,2006,1,88000,1,260,37.7,1.6,2990
1,2013,1,60000,2,30,65.7,2,7675
3,2009,1,80000,1,160,45.6,2,4975
1,2013,1,46057,2,20,68.9,2,7990
3,2012,2,53333,2,20,68.9,2,8995
3,2015,1,52507,2,125,57.6,2,12350
5,2013,2,57604,2,150,55.4,3,12950
3,2010,1,101104,1,165,44.8,2,2995
1,2014,1,77424,2,30,65.7,2,8990
5,2010,2,85724,2,200,46.3,3,7990
3,2015,2,83590,2,30,62.8,2,11000
9,2015,2,79830,3,0,470.8,0,12500
4,2015,2,105730,2,125,58.9,2,12695
4,2017,2,50390,2,145,65.7,2,16000
1,2014,1,94420,2,30,65.7,2,8000
5,2015,2,91360,2,30,62.8,2,10795
16,2015,1,22580,2,125,57.6,2,10795
3,2017,2,54590,1,150,47.9,2,15500
5,2012,2,48417,2,125,60.1,2,9990
3,2012,2,80000,2,165,52.3,2,7275
1,2013,1,62635,2,30,64.2,2,8990
1,2013,1,65000,1,150,49.6,1.6,7475
1,2013,1,60000,2,30,65.7,1.6,7990
1,2013,1,84000,2,20,68.9,2,6990
3,2014,1,70643,2,30,62.8,2,9990
1,2008,1,79000,2,30,62.8,2,3975
1,2014,1,73824,2,30,65.7,2,7990
1,2015,1,35000,1,125,51.4,1.6,8290
3,2009,1,70000,1,165,47.9,2,4675
5,2013,1,65000,2,125,58.9,2,8975
5,2011,2,74000,2,145,53.3,2,9975
1,2012,1,60000,1,145,49.6,1.6,7375
5,2015,2,82375,2,20,68.9,2,10499
5,2015,1,83643,2,125,60.1,2,9899
3,2012,2,75000,2,160,52.3,2,8275
4,2014,2,65000,2,125,60.1,2,12975
3,2005,1,55000,2,160,50.4,2,4375
5,2010,1,75000,2,145,55.4,2,7475
5,2014,2,64221,2,30,62.8,2,10675
3,2013,1,76247,2,30,61.4,2,8990
1,2012,1,45000,2,145,56.5,2,10975
3,2008,1,130000,1,155,46.3,2,2675
1,2016,1,14668,2,20,72.4,1.5,11499
1,2018,2,16475,1,145,39.8,3,21999
2,2016,1,49636,1,125,53.3,1.5,11499
1,2016,1,39779,2,0,83.1,1.5,10599
6,2014,2,27782,2,160,50.4,3,18999
4,2015,1,44748,2,145,53.3,2,13500
5,2008,2,61442,1,260,37.7,2.5,6795
3,2015,1,101215,2,30,65.7,2,7995
16,2016,1,47000,2,20,68.9,2,13495
3,2012,1,81000,2,30,62.8,2,6995
5,2008,2,65000,2,160,50.4,2,5475
6,2010,2,92642,2,260,40.9,3,8995
18,2013,2,94853,2,160,50.4,2,10795
20,2012,2,110394,2,300,37.7,3,12995
1,2008,1,89241,1,200,42.8,2,4795
4,2016,2,52070,2,30,65.7,2,16299
4,2015,2,19887,2,30,64.2,2,14999
5,2013,1,70000,2,145,55.4,2,9950
5,2010,2,70000,2,145,54.3,2,7975
3,2016,1,49000,2,120,60.1,2,14975
1,2013,1,70000,2,0,74.3,1.6,7475
18,2009,1,70000,2,195,45.6,2,7675
3,2013,1,70000,2,125,58.9,2,9975
3,2012,2,70000,2,160,52.3,2,7475
5,2018,2,30972,3,135,156.9,2,25999
1,2016,1,69647,2,0,78.5,1.5,8999
16,2017,2,25190,1,145,44.8,2,22999
3,2016,2,33078,3,0,134.5,2,18789
5,2014,1,127798,2,125,57.6,2,6995
5,2011,2,85896,2,165,50.4,3,11995
1,2008,1,107407,2,150,54.3,2,3995
1,2005,2,63547,2,265,42.8,2,3795
14,2015,2,28500,1,565,28.5,4.4,29795
4,2015,1,36781,2,145,53.3,2,14999
2,2016,1,29460,1,125,50.4,1.5,12350
7,2017,2,25014,2,145,57.6,3,25599
16,2016,1,37840,2,20,68.9,2,13999
2,2017,2,45061,3,135,141.2,1.5,15699
1,2018,2,9945,1,145,36.7,1.5,17999
1,2017,2,15887,1,145,39.8,3,20999
5,2017,2,21728,2,145,65.7,2,19499
2,2018,2,3924,1,145,50.4,1.5,18999
3,2018,2,13138,1,145,54.3,1.5,17199
3,2015,2,50713,1,125,51.4,2,11906
2,2016,1,18840,1,125,52.3,1.5,12306
1,2019,2,5771,1,145,55.5,1.5,15989
1,2013,2,31086,1,235,37.7,3,16299
1,2016,1,19568,2,0,78.5,1.5,11799
1,2014,1,53050,1,300,35.3,3,14099
3,2013,1,58223,2,20,68.9,2,8999
18,2015,2,39744,2,145,54.3,2,17999
1,2015,1,64716,2,30,65.7,2,10899
2,2016,2,30857,2,20,68.9,2,12000
20,2016,2,52816,2,160,50.4,2,25000
3,2018,2,29065,2,145,64.2,2,17399
1,2010,1,60000,2,125,60.1,2,6275
2,2016,2,11576,2,30,64.2,2,13999
2,2015,2,38902,1,260,37.2,3,17799
13,2015,2,35284,1,300,34,3,26499
4,2017,2,26162,2,145,58.9,2,19999
5,2016,2,41431,2,160,51.4,3,18749
1,2013,2,21061,1,145,48.7,1.6,10599
20,2016,2,41464,3,0,85.6,2,29250
4,2016,1,37683,2,30,62.8,2,16099
2,2016,2,17748,2,125,57.6,2,16359
4,2016,2,77784,2,30,65.7,2,13699
19,2016,2,43751,2,145,54.3,2,19250
1,2016,1,47324,2,30,65.7,2,12350
1,2016,1,36240,2,0,83.1,1.5,10499
1,2015,2,38573,2,20,68.9,1.5,12270
5,2016,2,33740,2,30,65.7,2,15850
1,2016,1,33149,2,0,78.5,1.5,11125
3,2014,2,70796,2,160,50.4,3,14500
3,2016,1,38206,2,30,64.2,2,14699
5,2015,1,52217,2,125,60.1,2,12999
3,2016,2,45223,3,0,134.5,2,16199
6,2017,2,28062,2,145,48.7,3,24499
3,2016,2,40217,3,0,148.7,2,16099
1,2013,1,32097,1,145,50.4,1.6,10999
2,2017,1,16309,2,145,65.7,2,15099
1,2016,1,46170,2,20,70.6,1.5,12369
5,2018,2,23640,3,135,156.9,2,26495
3,2016,2,33332,1,125,54.3,1.5,12999
16,2013,2,49599,2,160,52.3,2,11056
1,2016,2,26855,1,235,37.7,3,17499
1,2016,1,31615,2,0,78.5,1.5,11001
1,2014,1,63299,2,20,68.9,2,8499
1,2015,1,23905,2,20,72.4,1.5,10999
16,2014,1,42023,2,160,51.4,2,9999
16,2017,2,60703,2,145,65.7,2,15999
20,2016,2,46683,2,200,47.1,3,25449
2,2014,1,61819,2,30,62.8,2,10999
2,2016,1,32878,1,125,52.3,1.5,11999
2,2017,1,4240,1,30,55.4,1.5,15499
6,2016,2,50475,2,200,49.6,3,19899
20,2016,2,57146,2,160,50.4,2,24499
1,2017,2,14597,2,145,72.4,1.5,13499
4,2017,2,33711,2,145,65.7,2,17499
3,2016,2,92300,3,0,148.7,2,11999
2,2016,2,17574,1,125,51.4,1.5,16279
1,2012,1,98000,2,125,58.9,2,5995
6,2005,2,84000,1,305,24.6,4.4,4995
12,2013,3,30500,1,570,24.6,4,25945
3,2001,2,90000,1,325,27.7,3,3050
3,2016,2,24500,3,0,134.5,2,16499
1,2016,1,27199,2,0,83.1,1.5,11499
1,2012,1,40488,2,30,62.8,2,7950
3,2016,2,66986,2,30,65.7,2,12450
3,2017,1,19400,2,145,64.2,2,17694
3,2015,2,59799,2,30,62.8,2,12212
3,2013,2,79144,2,30,62.8,2,9174
19,2016,1,23553,2,160,52.3,2,19999
1,2017,1,19108,1,145,56.5,1.5,11999
20,2016,2,41972,3,0,85.6,2,28999
3,2014,1,47059,2,30,61.4,2,10399
5,2016,2,30767,2,30,62.8,2,15699
5,2000,1,99209,1,265,29.4,2,1699
1,2016,1,35417,2,0,78.5,1.5,10699
1,2014,1,31914,1,300,35.3,3,14799
4,2016,1,57876,2,125,57.6,2,14799
20,2015,2,21500,2,190,47.1,3,29949
7,2012,2,134000,2,250,41.5,3,8750
16,2013,2,60665,2,160,52.3,2,8999
1,2015,2,82876,1,235,37.7,3,13500
5,2013,2,178987,3,190,40.4,3,8999
1,2011,1,80183,2,145,55.4,2,6000
3,2010,2,118000,1,260,35.8,3,5999
1,2017,1,14646,2,30,65.7,2,13995
3,2007,2,124200,2,260,40.9,2,2995
20,2012,2,214000,2,300,37.7,3,7250
3,2009,2,122144,1,300,34,3,6495
4,2016,2,27203,2,125,58.9,2,17995
3,2011,1,66400,2,125,58.9,2,6495
16,2016,1,45795,2,20,68.9,2,13299
2,2017,2,79715,2,125,60.1,2,10999
2,2016,2,31838,1,125,51.4,1.5,14412
3,2015,1,30000,2,125,60.1,2,13695
5,2015,2,50700,2,125,60.1,2,13999
3,2002,2,85452,1,330,33.6,2,3999
1,2012,1,92000,1,145,49.6,1.6,5995
1,2016,2,62000,1,235,37.7,3,13995
1,2018,1,14287,2,145,65.7,2,15499
5,2016,2,42803,2,30,62.8,2,14999
3,2017,2,28091,3,135,134.5,2,19899
4,2016,2,60464,2,30,65.7,2,15689
6,2012,2,27352,2,160,51.4,3,17199
3,2016,2,68458,3,0,148.7,2,14399
1,2017,1,16398,2,20,70.6,1.5,13999
3,2018,2,32117,2,145,64.2,2,17399
1,2016,1,23407,2,0,78.5,1.5,10899
4,2017,2,62111,2,20,70.6,2,14999
5,2016,2,80823,2,30,62.8,2,13299
1,2017,1,83923,2,145,83.1,1.5,9199
1,2016,1,47413,2,0,83.1,1.5,10070
16,2013,2,53540,2,160,52.3,2,9999
2,2016,2,30626,2,20,72.4,1.5,12500
4,2016,2,60975,2,20,70.6,2,13399
1,2015,1,56278,2,20,70.6,1.5,10899
2,2015,2,90836,2,30,62.8,2,11499
4,2015,2,54213,2,30,65.7,2,15599
2,2016,2,66543,2,145,55.4,2,15199
2,2016,2,31540,2,30,62.8,2,17099
5,2012,2,86674,2,235,43.5,3,11400
2,2016,2,49981,2,20,72.4,1.5,11299
4,2017,2,30949,2,30,65.7,2,19399
1,2016,1,40911,2,20,70.6,1.5,11899
1,2016,1,20467,2,20,70.6,1.5,12999
4,2018,1,12086,1,145,46.3,2,18899
3,2016,2,43527,2,125,60.1,2,15999
1,2017,2,12952,1,200,39.8,3,20299
2,2016,1,18933,1,125,52.3,1.5,12599
3,2015,1,65412,2,20,68.9,2,9299
7,2015,2,65218,2,145,54.3,3,23499
19,2016,2,52135,2,145,54.3,2,20000
2,2016,1,17994,1,125,52.3,1.5,12357
4,2016,2,54055,2,125,60.1,2,15399
4,2016,1,41993,2,30,62.8,2,15699
20,2016,2,26185,3,0,85.6,2,31999
3,2018,2,15189,2,145,67.3,2,17250
4,2017,2,29383,2,145,65.7,2,18499
1,2016,1,46620,2,0,83.1,1.5,9999
24,2016,1,20266,1,200,41.5,2,14799
2,2015,1,19893,2,30,65.7,2,11999
4,2015,2,80614,2,125,58.9,2,14299
3,2017,1,27890,2,145,57.6,2,14999
